TELERIDE_NUMBER,STOP_NAME,STATUS,CREATE_DT_UTC,MOD_DT_UTC,GLOBALID,POINT
5934,NB Brisebois DR @ Capri AV NW,ACTIVE,2024/09/29,2024/09/29,8fd677ac-b8e6-4b9c-887d-d4e631e7b0b6,POINT (-114.1257595 51.0957819)
4420,EB 58 AV SE @ Blackfoot TR,ACTIVE,2024/09/29,2024/09/29,9cdc2b02-d7b6-4777-8a38-218122a433d1,POINT (-114.0472015 51.0012739)
7923,EB 17 AV SW @ 9 ST SW,INACTIVE,2024/09/29,2024/09/29,6c70564a-3cd8-4871-8697-55ef690bf7f8,POINT (-114.0837584 51.0377496)
9209,SB James McKevitt RD @ Evergreen BV SW,ACTIVE,2024/09/29,2024/09/29,463f8cbc-f1fc-4e7e-a193-a409d8bfb10d,POINT (-114.1003155 50.9171623)
6974,WB 6 AV SW @ 6 ST SW,ACTIVE,2024/09/29,2024/09/29,05be26f6-f6b4-4a6c-8a76-baff7152950c,POINT (-114.0770405 51.0479168)
2520,NB Woodbine Loop @ FC,INACTIVE,2024/09/29,2024/09/29,c7b07180-166c-4243-9f56-d4a4d461d60a,POINT (-114.1147527 50.930016)
7273,Brentwood LRT Station,ACTIVE,2024/09/29,2024/09/29,53859795-a953-4520-9afe-89f9667b99f6,POINT (-114.1319706 51.086571)
7384,EB MacEwan DR @ MacEwan Park CI NW,ACTIVE,2024/09/29,2024/09/29,abddae7d-f87d-48c2-b14f-4db53d7c7d11,POINT (-114.1142288 51.1352606)
6272,NB Deer Run DR @ Deercroft WY SE,ACTIVE,2024/09/29,2024/09/29,004f978c-b3a8-4b49-8a6f-9cc7207c915f,POINT (-113.9993663 50.9203125)
3614,WB Aspen Dr @ Spruce WY NW,ACTIVE,2024/09/29,2024/09/29,44e8c73a-bdec-4a80-b399-bdae7ba02db2,POINT (-114.2202019 51.0905845)
7382,SB Charleswood DR @ Brecken RD NW,INACTIVE,2024/09/29,2024/09/29,83be75e7-7c73-4c38-875a-c94358772823,POINT (-114.1214595 51.0861326)
4876,SB Hunterview DR @ 72 AV NW,ACTIVE,2024/09/29,2024/09/29,e5d695c9-70fe-4260-b585-99cefaa06e72,POINT (-114.080722 51.1159288)
3941,WB  New Brighton DR @ New Brighton GD SE,ACTIVE,2024/09/29,2024/09/29,cfcb96a8-8525-424b-82cd-ecc52f4c5e1e,POINT (-113.9523728 50.9162248)
5254,NB Edmonton TR @ Meredith RD NE,ACTIVE,2024/09/29,2024/09/29,642f148f-8935-4f61-b511-f1f826a84f55,POINT (-114.0500891 51.0523392)
2822,WB 76 AV SE @ 68 ST SE,ACTIVE,2024/09/29,2024/09/29,e09b40dc-c449-48af-8bff-5d18e31976c3,POINT (-113.9357296 50.9852041)
7772,EB Signal Hill DR @ Signal Hill PT SW,ACTIVE,2024/09/29,2024/09/29,c1c1d998-96e9-470f-af6a-41815ae8ac31,POINT (-114.1739066 51.0216078)
7151,NB Scenic Acres DR @ Scandia PT NW,ACTIVE,2024/09/29,2024/09/29,2a949bc4-1937-4818-86d1-723fbcf530d3,POINT (-114.2197736 51.1118096)
8905,WB Rocky Ridge DR @ Rocky Ridge VI NW,ACTIVE,2024/09/29,2024/09/29,5c0cad1d-058a-4f8d-8256-eac43de22309,POINT (-114.2434379 51.1412966)
5937,WB Willow Park DR @ Bonaventure DR SE,ACTIVE,2024/09/29,2024/09/29,4cf75e62-9799-45de-868d-65a45a733d7f,POINT (-114.0697763 50.9579383)
4459,NB Centre ST N @ 78 AV N,ACTIVE,2024/09/29,2024/09/29,c75f181f-f03a-4011-9758-c0e9258a9a57,POINT (-114.0712422 51.1233264)
3932,EB  Fish Creek  BV @ Everridge DR SW,ACTIVE,2024/09/29,2024/09/29,c44aaace-5669-43c2-9713-eda4ef574091,POINT (-114.1224346 50.921209)
8051,SB 10 ST NW @ Kensington RD,ACTIVE,2024/09/29,2024/09/29,a953fa17-a35d-4a4a-9e80-aa164f34aa63,POINT (-114.0859791 51.0530514)
6945,WB  Sunlake RD @  E. of Sunmeadows CR SE,ACTIVE,2024/09/29,2024/09/29,d44f55af-d158-411b-bee2-61e325901240,POINT (-114.038318 50.8938458)
4352,EB 17th AV SE @ 61st ST SE,ACTIVE,2024/09/29,2024/09/29,20b31dd2-1b2f-4888-94c5-2cbd56d0a0c1,POINT (-113.9421648 51.0377453)
4965,SB 30 ST SE @ S. of 72 AV SE,INACTIVE,2024/09/29,2024/09/29,a02412a0-7cda-41b4-9ffd-c861e21dc705,POINT (-113.9846831 50.9893044)
4384,WB Southland DR @ Fairmount DR SE,ACTIVE,2024/09/29,2024/09/29,87ad083f-b2aa-4692-a2bd-5ffa8d5bdeed,POINT (-114.059355 50.9641885)
1922,NB Cornerstone WY @ Corner Meadows WY NW,INACTIVE,2024/09/29,2024/09/29,8a0f37bf-a6ce-4b92-8952-88dc20ee7699,POINT (-113.9247196 51.1476829)
2273,EB 80 AV NE @ Martha's Meadows DR,ACTIVE,2024/09/29,2024/09/29,ea256d5d-926c-4942-8cf1-fe0abdc80799,POINT (-113.9636159 51.1250891)
2355,signal B124E nb,INACTIVE,2024/09/29,2024/09/29,daad033e-e4c8-4ee8-9ce2-10b8199e83b0,POINT (-113.9773228 51.1028483)
9498,SB 52 ST SE @ McKenzie Towne DR,ACTIVE,2024/09/29,2024/09/29,0a3762ee-cae1-4af5-9cdd-affffe44a8df,POINT (-113.9551645 50.9142657)
9725,EB Panorama Hills WY @ Panorama Hills BV NW,ACTIVE,2024/09/29,2024/09/29,75c9ac21-41cc-438e-8dab-decaede2e99f,POINT (-114.0767709 51.1533652)
4400,EB Southland DR @ Fairmount DR SE,ACTIVE,2024/09/29,2024/09/29,dd5ad718-312a-4366-8941-3d658356ce04,POINT (-114.0581188 50.9639145)
2575,EB 58 AV SW @ 34 ST SW,INACTIVE,2024/09/29,2024/09/29,88483b14-cdf5-4297-b471-108dbd9de28e,POINT (-114.1364623 51.0010536)
8700,SB Elbow DR @ Haverhill RD SW,ACTIVE,2024/09/29,2024/09/29,ed0098f1-f352-4bc5-b6e3-0f7ed409ab50,POINT (-114.0843329 50.9756541)
6655,SB Centre ST N @ 12 AV N,ACTIVE,2024/09/29,2024/09/29,0fdd3799-949f-48f7-bd64-055b56f762a5,POINT (-114.06266 51.0629642)
3844,EB Symons Valley PY @ Symons Valley RD NW,ACTIVE,2024/09/29,2024/09/29,b5ad813d-39d4-44e3-8db4-1aa195a0edcd,POINT (-114.130483 51.1678348)
7293,WB 4 AV SE @ 1 ST SE,ACTIVE,2024/09/29,2024/09/29,782c35de-d52b-41b1-a5b2-8c8a6b63e605,POINT (-114.0597959 51.0493728)
5583,SB 8 ST SW @ 17 AV SW,ACTIVE,2024/09/29,2024/09/29,d0666f27-5ef8-4a72-8dbf-23831b14b702,POINT (-114.0819103 51.0371907)
3578,SB Cranston GA @ Cranford DR SE,INACTIVE,2024/09/29,2024/09/29,fa577b81-588e-436f-8d8a-842204003aee,POINT (-113.9714177 50.8701048)
7975,SB Bowfort RD @ Bowridge DR NW,INACTIVE,2024/09/29,2024/09/29,ab570f21-b9d9-4af2-a869-470d1ef3879b,POINT (-114.2089864 51.0842898)
4262,EB Acadia DR @ Fairmount DR SE,ACTIVE,2024/09/29,2024/09/29,7953e7f3-1ad1-46eb-b3ac-b8ed0153e13e,POINT (-114.0585364 50.9721824)
5911,NB Elbow DR @ Sacramento DR SW,ACTIVE,2024/09/29,2024/09/29,5aa68b3f-16b0-4e84-bf91-50afa48bf0ce,POINT (-114.0844427 50.9534393)
3743,NB 84 ST SE @ 17 AV SE,ACTIVE,2024/09/29,2024/09/29,6395e7d6-eb09-495b-a31e-03e1b9474d96,POINT (-113.908306 51.041004)
8925,NB Simcoe BV @ Simcoe RD SW,ACTIVE,2024/09/29,2024/09/29,0db57e44-b329-4fe5-8924-86bb456d8df1,POINT (-114.1786996 51.0354407)
8833,EB 17 AV SE @ 31 ST SE,ACTIVE,2024/09/29,2024/09/29,9e114329-e1e1-47d8-b354-b4a292259353,POINT (-113.988873 51.037707)
6109,NB 24 ST SW @ Woodpark AV,ACTIVE,2024/09/29,2024/09/29,a130960d-3d62-439d-b4af-eeb474e016b5,POINT (-114.1177259 50.9469532)
8821,WB Bowness RD @  66 ST NW,ACTIVE,2024/09/29,2024/09/29,4810d0aa-f1fe-4974-9510-c65550c9cede,POINT (-114.1864301 51.0886419)
7053,SB Charleswood DR @ Brentwood Mall NW,ACTIVE,2024/09/29,2024/09/29,66157653-fdae-457e-8569-76532ad7d491,POINT (-114.1239633 51.0844492)
5020,SB 4 ST NW @ 32 AV NW,ACTIVE,2024/09/29,2024/09/29,9d42d595-3bb5-4fc2-8673-9cc21c1de50b,POINT (-114.0716298 51.0816379)
6012,SB 11 ST NE @ 53 AV NE,ACTIVE,2024/09/29,2024/09/29,9cb45412-075d-48f3-8808-2f8a759e9307,POINT (-114.0365896 51.0996704)
2226,EB Legacy Main ST SE @ Legacy BV SE,ACTIVE,2024/09/29,2024/09/29,2fd3c13e-bceb-4a8c-a652-82376406bfcb,POINT (-114.020602 50.8607907)
6416,SB Acadia DR @ Southland DR SE,ACTIVE,2024/09/29,2024/09/29,e2140c65-4ce5-4d38-aa43-f7f7eaf13729,POINT (-114.0485394 50.9635827)
5763,Elbow Drive Station (WB),ACTIVE,2024/09/29,2024/09/29,1d2d9454-3009-4d6b-8341-101e06130b28,POINT (-114.0840404 50.9797071)
5431,NB 4 ST SW@ 11 AV SW,ACTIVE,2024/09/29,2024/09/29,202fc0e1-000e-4500-a219-c9debfda4a23,POINT (-114.0714004 51.0428175)
2104,City Hall LRT Station (NB Macleod TR @ 7 AV SE),INACTIVE,2024/09/29,2024/09/29,11a0f52c-a8ca-405d-b8e2-dec8061fcf56,POINT (-114.0579453 51.0465558)
5419,EB Scenic Acres GA @ Scenic Acres DR NW,ACTIVE,2024/09/29,2024/09/29,df711c3a-e0d2-499c-aef4-bd82b68d7cbe,POINT (-114.211042 51.1144348)
4394,NB Ashworth RD @ Addison DR SE,INACTIVE,2024/09/29,2024/09/29,ee6caa03-53b0-4ff4-9823-25149947b6b9,POINT (-114.0530751 50.9794565)
2100,EB 9 AV SW @ 7 ST SW,INACTIVE,2024/09/29,2024/09/29,b4e39e3e-e5de-4a0d-b5d3-55e160920b11,POINT (-114.0795357 51.0450019)
2303,SB 52 ST SE @ Copperfield GA,ACTIVE,2024/09/29,2024/09/29,5e67d0e8-08d1-479b-99f3-916017f0ea34,POINT (-113.9497882 50.9105766)
6739,SB 85 ST NW @ 48 AV NW,ACTIVE,2024/09/29,2024/09/29,f6245ae3-6793-4e76-8878-6ac71be78a2a,POINT (-114.2110842 51.0954663)
4742,NB Somercrest ST @ Somerset DR SW,ACTIVE,2024/09/29,2024/09/29,10d42de0-aaf7-4eca-bde8-1b7cb19fe7d2,POINT (-114.0895405 50.9008019)
6651,SB Centre ST N @ 40 AV N,ACTIVE,2024/09/29,2024/09/29,fdad8c08-7533-4b9e-9a3c-7930d90652c6,POINT (-114.0626119 51.0882835)
5744,WB Northmount DR @ Chisholm CR NW,ACTIVE,2024/09/29,2024/09/29,1752ca47-0b82-4929-aec6-0538518e7397,POINT (-114.1120601 51.0882302)
5619,NB 14 ST NW @ Rosevale DR NW,ACTIVE,2024/09/29,2024/09/29,1656c1b5-33b4-4765-b4fa-8fdcb2d46b81,POINT (-114.0945883 51.08079)
5331,SB 14 ST SW@ 17 AV SW,ACTIVE,2024/09/29,2024/09/29,4ee33ab7-8513-4fd3-9303-ecf1229392b3,POINT (-114.0948765 51.0374511)
6697,NB 53 ST NW @ Varsity Estates DR,ACTIVE,2024/09/29,2024/09/29,94ece2f9-a5af-475b-b1f7-df7e916a2941,POINT (-114.1643469 51.0968597)
5131,WB 17 AV SW @ 42 ST SW,ACTIVE,2024/09/29,2024/09/29,fbb99127-dfe7-4f3d-b720-a137498873d0,POINT (-114.1503162 51.0379087)
2146,Franklin LRT Station N Lot,INACTIVE,2024/09/29,2024/09/29,5e873f10-d91a-4593-986d-bc53b134e49b,POINT (-113.9939475 51.0479968)
9774,EB Cranston DR @ Cranston RD SE,ACTIVE,2024/09/29,2024/09/29,12bf109e-f889-4d4f-9398-cb8afea48c47,POINT (-113.9786175 50.882105)
9302,NB Bannister RD @ 153 AV SE,ACTIVE,2024/09/29,2024/09/29,235883f9-668f-444c-b538-cac59224d09e,POINT (-114.066785 50.9158924)
4991,EB Old Banff Coach RD @ 85 ST SW,ACTIVE,2024/09/29,2024/09/29,c2158080-d9a7-4a79-8c51-95e9206d092a,POINT (-114.2102688 51.0669465)
7542,SB 9 ST NE @ 65 AV NE,ACTIVE,2024/09/29,2024/09/29,44c756af-0da4-42fd-a7a8-7043f878a7ac,POINT (-114.0415437 51.1116827)
9266,NB 8 ST NE @ 68 AV NE,ACTIVE,2024/09/29,2024/09/29,2a7ca815-7afa-4e41-9750-33933b6f270e,POINT (-114.0445234 51.116377)
8696,NB Elbow DR @ Southland CR SW,ACTIVE,2024/09/29,2024/09/29,009390e8-2e95-4dc9-a3a0-f70289688306,POINT (-114.0846475 50.9640405)
8323,EB Deer Run DR @ Deer Side RD SE,ACTIVE,2024/09/29,2024/09/29,0c40b7bd-d3e0-48f2-a7f9-de25f49a571d,POINT (-114.0049851 50.9174704)
5446,WB 6 AV SW @ 8 ST SW,INACTIVE,2024/09/29,2024/09/29,4fd8edae-5606-4433-8514-058fbb2a724f,POINT (-114.0815096 51.0481005)
7500,EB McKinnon DR @ McKinnon RD NE,ACTIVE,2024/09/29,2024/09/29,9c8cf09a-1549-48ea-a5ae-01d9a458cba1,POINT (-114.0080045 51.0653727)
5536,SB Fairmount DR @ N. of Bonaventure DR SE,ACTIVE,2024/09/29,2024/09/29,e0b7d8e7-706a-4962-a5af-b00f9a5d834b,POINT (-114.0599791 50.9549844)
9656,EB Taradale DR @ Tarington CL NE,ACTIVE,2024/09/29,2024/09/29,bc278d4e-1258-49a2-9c4e-7d69f0623dc4,POINT (-113.9336949 51.1140156)
5656,WB Bow TR @ 37 ST SW,ACTIVE,2024/09/29,2024/09/29,485285a7-f5d6-4d4a-8481-bc20ebed0a3e,POINT (-114.140448 51.0449973)
5425,EB 40 AV NW@ 37 ST NW,ACTIVE,2024/09/29,2024/09/29,a8b84525-8a7e-4322-b8c3-4fb45afb7712,POINT (-114.1405331 51.0873925)
8237,NB Suncrest WY @ Suncastle GA SE,INACTIVE,2024/09/29,2024/09/29,41e0a62e-c923-4cf2-b561-76c66c39f37f,POINT (-114.040642 50.9040692)
2057,WB Nolan Hill GA @ Nolan Hill DR NW,ACTIVE,2024/09/29,2024/09/29,4f437cda-6294-46ab-909d-84a49780173b,POINT (-114.1634841 51.1786224)
9442,SB 29 ST NE @ 23 AV NE,ACTIVE,2024/09/29,2024/09/29,aede3963-8789-4b89-a7d6-3502a1fd947a,POINT (-113.9919302 51.0724166)
7632,SB Coventry Hills BV @ Country Village RD NE,ACTIVE,2024/09/29,2024/09/29,791f0907-22aa-4385-bd70-f8d27b8f6ae7,POINT (-114.056103 51.1625878)
9081,EB 14 AV NW @ 14 ST NW,ACTIVE,2024/09/29,2024/09/29,c08a0784-9cdc-4278-a333-935e94ad0c1d,POINT (-114.0973466 51.0643351)
8955,NB Shepard RD @ Shepard PL SE,INACTIVE,2024/09/29,2024/09/29,8e599a7d-9b15-4cdd-8fbc-51847661f5bc,POINT (-113.9861305 50.9674117)
9521,NB Prestwick CI @ Prestwick DR SE,ACTIVE,2024/09/29,2024/09/29,e90bd8c7-b6d0-43a7-83d0-ec8187d31b88,POINT (-113.9724672 50.9234225)
7169,SB Scurfield DR @ Schubert GA NW,ACTIVE,2024/09/29,2024/09/29,d17ef612-ba30-4889-9cf8-ce9201eadcc5,POINT (-114.2251269 51.1240526)
9503,WB Hamptons DR @ Hamstead TC NW,ACTIVE,2024/09/29,2024/09/29,ece5b304-5fa5-4eda-b88a-f4bb1c11f326,POINT (-114.1345096 51.14482)
8233,EB Shawnessy BV @ Shawnessy DR SW,ACTIVE,2024/09/29,2024/09/29,4fbee2af-462b-4d58-b9ef-84b929f91398,POINT (-114.0732589 50.9127268)
5258,NB Edmonton TR @ 25 AV NE,ACTIVE,2024/09/29,2024/09/29,f8d8b79e-d19d-479e-bafc-efdf388c7ecf,POINT (-114.0557796 51.0755547)
4615,NB Remington RD @ Regal CR NE,ACTIVE,2024/09/29,2024/09/29,aa9fad21-35ac-4dc3-8ddc-8b53fa91844e,POINT (-114.0393784 51.0631859)
5222,EB Scenic Acres BV @ Scenic Acres DR NW,ACTIVE,2024/09/29,2024/09/29,6799116d-a41e-4247-9f70-ee7af20d9a15,POINT (-114.2215117 51.1159435)
2269,EB Skyview Ranch DR @ Skyview Ranch ST NE,ACTIVE,2024/09/29,2024/09/29,aad851da-41d1-4726-9d30-3588591e097a,POINT (-113.9549977 51.1579493)
9263,SB Anderson CTrain Station,ACTIVE,2024/09/29,2024/09/29,249cf456-1373-4e60-8769-4434a834a604,POINT (-114.0746365 50.9542553)
5114,EB Dalhousie DR @ 54 ST NW,ACTIVE,2024/09/29,2024/09/29,5224d4f9-6d6c-4894-a883-aad10744f3be,POINT (-114.1642932 51.1087044)
3457,WB Symons Valley PY (128 Av NW) @ Shaganappi TR NW,ACTIVE,2024/09/29,2024/09/29,fd783fbe-aa8d-44d0-9938-62bdd21a568b,POINT (-114.1523249 51.1681369)
9608,SB Lynnview RD @ 62 AV SE,ACTIVE,2024/09/29,2024/09/29,c3a9ce15-f083-4611-85a4-742ab1c3d6f3,POINT (-114.0210969 50.9975343)
4579,EB Heritage DR @ 10 ST SW,ACTIVE,2024/09/29,2024/09/29,6db02d0e-dc47-4f84-a889-68c5d19c69c0,POINT (-114.0877686 50.9794908)
4820,SB Bridleridge WY @ Bridleglen MR SW,ACTIVE,2024/09/29,2024/09/29,044c2f03-b7a0-454b-9dd2-6dc150dfb750,POINT (-114.1106101 50.9053465)
2461,SB Seton WY @ Market ST SE,ACTIVE,2024/09/29,2024/09/29,5b46cba1-9c3d-4304-9823-ecd43aeba7db,POINT (-113.9570253 50.8792085)
4435,SB Manhattan RD @ 42 AV SE,ACTIVE,2024/09/29,2024/09/29,72433c52-2e16-4e18-8545-97144b7d7370,POINT (-114.0535195 51.0153937)
9590,WB Country Hills DR @ Country Hills RI NW,ACTIVE,2024/09/29,2024/09/29,f59992a1-66ff-41ca-bb07-f28f37ca24f2,POINT (-114.0676738 51.1508976)
2304,WB 26 AV SW @ 37 ST SW,INACTIVE,2024/09/29,2024/09/29,673116c6-dba8-44d9-a0ed-2968d6a8a924,POINT (-114.1415019 51.0301322)
5189,SB Elbow DR @ 54 AV SW,ACTIVE,2024/09/29,2024/09/29,de7c2c11-3a83-44de-86b6-7f00a1656465,POINT (-114.0814527 51.0047527)
7340,SB 1 ST SE @ S. of 18 AV SE,ACTIVE,2024/09/29,2024/09/29,c25ea823-4f87-44c4-af0b-96b4377be12a,POINT (-114.0614474 51.0354633)
5016,WB Parkdale BV @ 29 ST NW,ACTIVE,2024/09/29,2024/09/29,2d4cd649-05d9-4dde-85c7-6a14b44d9432,POINT (-114.1303126 51.0556611)
4535,SB Ogden RD @ 17A ST SE,ACTIVE,2024/09/29,2024/09/29,d0aa935d-a0db-4682-a0db-a68d99094a91,POINT (-114.0171252 51.0169971)
7985,EB Chaparral DR @ Chaparral CI SE,ACTIVE,2024/09/29,2024/09/29,95f76974-02da-462e-a821-c70a1c8fe664,POINT (-114.042317 50.8875247)
8554,WB Temple DR @ 64 ST NE,ACTIVE,2024/09/29,2024/09/29,d1eb607b-36c2-46f7-abdd-004f984706fb,POINT (-113.9416488 51.09269)
3964,EB Crowfoot CR @ Crowfoot WY NW,INACTIVE,2024/09/29,2024/09/29,ceb1cb9c-dd2e-4b88-ad7a-a2cebdca3f39,POINT (-114.1987659 51.126023)
9916,SB Nose Hill DR @ Hawkwood RD NW,ACTIVE,2024/09/29,2024/09/29,bc0c5636-7533-4f1a-b3b8-725819e6c740,POINT (-114.1915335 51.1306598)
8343,EB 7 AV S @ Centre ST S,ACTIVE,2024/09/29,2024/09/29,ae60efa2-3e6c-4b9c-a327-7e64e70c6dcb,POINT (-114.0638611 51.0464708)
4226,EB Oakwood DR @ Oakcliffe DR SW,ACTIVE,2024/09/29,2024/09/29,731b5c47-ab1a-4b44-8186-c4b1f9af5aa0,POINT (-114.1351818 50.9661734)
9626,SB Saddletowne CI @ Martindale DR NE,ACTIVE,2024/09/29,2024/09/29,320d2d5a-d86b-45cf-bf7e-0923e657eab2,POINT (-113.9472199 51.1232389)
8329,EB 5 AV SW @ 6 ST SW,INACTIVE,2024/09/29,2024/09/29,fb33097c-3e7b-4a10-98d2-7d985c613068,POINT (-114.0764493 51.0486935)
9939,SB Ogden RD @ 78 AV SE,ACTIVE,2024/09/29,2024/09/29,8c12b699-40a1-49a1-b2e4-12342c8419ee,POINT (-113.9989039 50.9829425)
7147,SB Scenic Acres DR @ Scenic Acres GA NW,ACTIVE,2024/09/29,2024/09/29,b9c561bf-8884-4ea1-bd67-a47eb312c62d,POINT (-114.2116467 51.1143593)
8928,69 Street West LRT Station,INACTIVE,2024/09/29,2024/09/29,1d498e0b-484e-4972-8439-f36398603bf9,POINT (-114.1860238 51.0370125)
5249,EB 7 AV SW @ 1 ST SW,INACTIVE,2024/09/29,2024/09/29,7f6192a4-b09d-4892-86af-7d1d9e33e78e,POINT (-114.0655439 51.0464861)
4169,WB Strathcona DR @ Strathcona RD SW,ACTIVE,2024/09/29,2024/09/29,22bc49b4-a22f-4326-8177-bf6659f0d7d3,POINT (-114.1758184 51.0427018)
4740,SB Somercrest ST @ 162 AV SW,ACTIVE,2024/09/29,2024/09/29,cd98d145-3223-455f-b42e-1af0e87e364e,POINT (-114.0900007 50.903458)
8907,NB Rocky Ridge DR @ 400 Rocky Ridge  VW NW,ACTIVE,2024/09/29,2024/09/29,e241d57a-b50d-4319-8799-289f645e5a05,POINT (-114.2493954 51.1435417)
7613,WB Harvest Hills DR @ Harvest Glen RI NE,ACTIVE,2024/09/29,2024/09/29,512a4eba-c8c9-4ab8-9c8c-11456619935f,POINT (-114.0539774 51.1436452)
6920,NB 49 ST NW @ 34 AV NW,INACTIVE,2024/09/29,2024/09/29,2e240ecb-ac4c-4b19-8cf2-72a8c817fb5f,POINT (-114.1585666 51.0845522)
3540,SB Royal Oak DR @ Royal Crest WY NW,ACTIVE,2024/09/29,2024/09/29,b544f8e0-592b-4293-a9d8-0dc2c7ab5d96,POINT (-114.2164369 51.1413969)
4235,WB 90 AV SW @ 19 ST SW,ACTIVE,2024/09/29,2024/09/29,b312ae06-bbfa-4f21-9774-dd520ae06299,POINT (-114.1069936 50.9723322)
7657,WB California BV @ Del Ray RD,ACTIVE,2024/09/29,2024/09/29,7fc60ed2-0a4e-4e38-8d82-de4963e150ec,POINT (-113.9284602 51.0709985)
2027,WB Radnor Ave @ Remington Road,ACTIVE,2024/09/29,2024/09/29,db13a451-80d7-4649-8e90-fe396fca542b,POINT (-114.040824 51.0640644)
7537,NB Centre ST N @ 72 AV N,ACTIVE,2024/09/29,2024/09/29,628b6397-364c-44c9-856f-6ba8b64c1317,POINT (-114.0698019 51.1186687)
8396,NB Old Banff Coach RD @ Coach Hill RD SW,ACTIVE,2024/09/29,2024/09/29,1c32a7aa-8e8f-436e-b725-32df48fc4406,POINT (-114.1776064 51.0569386)
7677,SB Douglas Woods DR @ Douglas Woods PL SE,ACTIVE,2024/09/29,2024/09/29,85d540ad-3db0-4534-8c09-397c2ace1dd7,POINT (-114.0007139 50.9460282)
3453,WB Symons Valley PY @ Evanston LI NW,ACTIVE,2024/09/29,2024/09/29,e974717c-7bbc-415f-99e6-ff80b68c3988,POINT (-114.1017405 51.1805421)
3573,EB Walden DR @ Walden SQ SE,ACTIVE,2024/09/29,2024/09/29,5c0fe26f-377d-40e3-a679-7b7561c41685,POINT (-114.0307635 50.87419)
3943,SB Fish Creek BV @ Everbrook DR SW,ACTIVE,2024/09/29,2024/09/29,e3b0d616-ae81-4337-aa4d-4375e24b3ccd,POINT (-114.1101145 50.9179362)
5949,NB 37 ST NW @ 40 AV NW,ACTIVE,2024/09/29,2024/09/29,0cba6fed-88e3-405d-b063-2569b17c36db,POINT (-114.1410664 51.0880082)
9054,SB Beddington BV @ Berwick DR NW,INACTIVE,2024/09/29,2024/09/29,d063c5bc-dd87-4689-90c3-eba4e3bb6e28,POINT (-114.0864077 51.1313978)
4118,NB Shawville BV @ 162 AV SE,ACTIVE,2024/09/29,2024/09/29,b19e78a1-12c2-4f5c-b55a-df1003e62d08,POINT (-114.0662373 50.9046977)
6217,WB 26 AV NE @ Rundlelawn RD,ACTIVE,2024/09/29,2024/09/29,d2506bd1-8c0a-4fb0-a53a-4d79fb616f1e,POINT (-113.9746358 51.0779516)
2860,NB 14 ST NE @ COUNTRY HILLS BV,ACTIVE,2024/09/29,2024/09/29,15e33807-df32-4e95-8be9-612fb4ef6653,POINT (-114.0278381 51.1550337)
9447,SB Sunridge WY @ 23 AV NE,ACTIVE,2024/09/29,2024/09/29,e311a210-eb08-48e0-a068-f8af2b449877,POINT (-113.9986077 51.0713831)
8208,SB 44 ST SE @ 61 AV SE,ACTIVE,2024/09/29,2024/09/29,a8165541-5e6b-4c91-9f32-b5f52d5ede9b,POINT (-113.9702137 50.9985455)
6950,EB Heritage DR @ 5 ST SW,ACTIVE,2024/09/29,2024/09/29,988b5c20-4411-42e1-b091-b86cef0a1a7e,POINT (-114.0792477 50.9794938)
5659,WB 8 AV SW @ Westview DR,INACTIVE,2024/09/29,2024/09/29,76c8da0e-848c-4d26-a6ed-b117d4015716,POINT (-114.1559231 51.0451242)
8294,SB Deerfield DR @ 146 AV SE,ACTIVE,2024/09/29,2024/09/29,915796a2-2405-4686-940f-629d5f29e3fc,POINT (-114.0142662 50.9196423)
2538,EB 128 AV NE @ Redstone BV,INACTIVE,2024/09/29,2024/09/29,deb92d00-1cf4-4239-8d4e-29a9eb14225a,POINT (-113.9507017 51.165197)
4345,EB Rundlehorn DR @ 40 ST NE,ACTIVE,2024/09/29,2024/09/29,2561e154-4dec-4078-9d59-840448a7ee80,POINT (-113.9742928 51.0707377)
9906,Chinook LRT Station SB,INACTIVE,2024/09/29,2024/09/29,2f610aef-e4ce-4415-9cd9-0ac732955784,POINT (-114.0661913 50.9972516)
5804,WB 12 AV NE @ Edmonton TR,ACTIVE,2024/09/29,2024/09/29,a24abc33-d8c4-4817-be56-4ea7c23ac5b5,POINT (-114.0565962 51.0633692)
8507,EB Shawville BV @ Shawville RI SE,ACTIVE,2024/09/29,2024/09/29,379ad524-baf6-4971-8743-2f931a30d8fb,POINT (-114.0669443 50.9054441)
2381,EB Savanna BV @ Savanna ST NE,INACTIVE,2024/09/29,2024/09/29,0685b3ed-6365-4076-969d-0145c2795a92,POINT (-113.9514258 51.134963)
8143,NB 52 ST NE @ Madigan DR,INACTIVE,2024/09/29,2024/09/29,dffec598-36e4-4180-aaae-2beda3965c9d,POINT (-113.9581511 51.0628165)
8117,NB 36 ST SE @ Radcliffe DR,ACTIVE,2024/09/29,2024/09/29,70bbf657-36ec-4351-a1d6-34817cc46fc7,POINT (-113.9814596 51.0485264)
9898,SB  Tusslewood DR @  Tusslewood HT NW,ACTIVE,2024/09/29,2024/09/29,b6ddb468-865b-40c4-94c2-1bbe198fe4f4,POINT (-114.2508535 51.1358498)
8291,NB Queensland DR @ Queen Anne WY SE,ACTIVE,2024/09/29,2024/09/29,7083ca06-eaa0-40f1-b5d7-951f46f6b1c0,POINT (-114.0173366 50.9372613)
4055,EB 48 ST NW @ 20 AV NW,INACTIVE,2024/09/29,2024/09/29,9e98b986-8226-4631-a677-4e8af33074e4,POINT (-114.1610446 51.0763886)
