TELERIDE_NUMBER,STOP_NAME,STATUS,CREATE_DT_UTC,MOD_DT_UTC,GLOBALID,POINT
3883,EB 9 AV SW @ 2 ST SW,ACTIVE,2024/09/29,2024/09/29,31c32ba3-a12d-4a31-bdfd-cdb5260c9cb2,POINT (-114.0689398 51.0446825)
7736,NB McKenzie Lake BV @ McKenzie Lake GA SE,ACTIVE,2024/09/29,2024/09/29,9819f5b4-7a64-409a-aa4b-b473e1fafd70,POINT (-113.9865465 50.9118693)
6502,NB Douglasdale BV @ Douglasbank DR SE,ACTIVE,2024/09/29,2024/09/29,bed99b1c-7f86-4277-a0ce-91daca4a0635,POINT (-114.004717 50.9448897)
4162,EB 46 AV SW @ 50 ST SW,ACTIVE,2024/09/29,2024/09/29,76a4451c-1ab6-4da6-a3e6-80c080c6ad54,POINT (-114.1589433 51.0123309)
6808,SB Whitehorn CTrain Station,ACTIVE,2024/09/29,2024/09/29,bb4a9fbd-5878-43d0-b9bd-1df4c56688ec,POINT (-113.9818283 51.0870068)
6978,WB 40 AV NW @ 40 ST NW,ACTIVE,2024/09/29,2024/09/29,d07da9c8-a96b-4bb1-96d7-62f9591776ba,POINT (-114.1478593 51.0883272)
2446,SB Aspen Summit DR @ Aspen Summit GA SW,ACTIVE,2024/09/29,2024/09/29,6576a017-7057-420f-afcc-2b58d67a3f63,POINT (-114.20368 51.0408663)
4028,WB 24 AV NW @ Collegiate RD,ACTIVE,2024/09/29,2024/09/29,1878cd1e-3be9-49f7-b256-f77508fd9498,POINT (-114.1437846 51.0743542)
6390,NB 32 AV NE @ 36 AV NE,ACTIVE,2024/09/29,2024/09/29,ae64917f-4fe2-4dc8-a183-428caa7b8602,POINT (-114.0461486 51.0855297)
5862,NB Ogden RD @ 42 AV SE,ACTIVE,2024/09/29,2024/09/29,6f6307a8-7d95-47a1-86c3-260514ea30fa,POINT (-114.0155941 51.0159685)
5953,SB 48 ST NW @ Sheldon PL,ACTIVE,2024/09/29,2024/09/29,b1d36d9c-2ab5-4911-b6c5-b829f2859def,POINT (-114.1600308 51.0808163)
6544,SB Sarcee RD @ 44 AV SW,ACTIVE,2024/09/29,2024/09/29,03683474-7a45-4201-a315-0bb4bd230f5f,POINT (-114.137295 51.0154)
2714,WB  210 AV SE @  Walgrove DR SE,ACTIVE,2024/09/29,2024/09/29,6bdee63e-abf6-48ca-a1a0-5e3cd9cd0292,POINT (-114.0226264 50.8634141)
4894,NB Richard RD @ Flanders AV SW,INACTIVE,2024/09/29,2024/09/29,7bd86701-9c8a-40fa-bcba-5d82551a2423,POINT (-114.1193357 51.0152731)
9885,EB Tuscany Springs BV @ Tuscany Valley VW NW,ACTIVE,2024/09/29,2024/09/29,1efe11ab-5446-49b8-b959-847fe0eec2c6,POINT (-114.2408176 51.134408)
2136,WB 6 AV SW @ 9 ST SW,INACTIVE,2024/09/29,2024/09/29,d31f064d-76f9-404f-a2d3-009ed6fb9710,POINT (-114.0831683 51.0480925)
4562,EB Castleridge BV @ 54 AV NE,ACTIVE,2024/09/29,2024/09/29,30698661-bd56-4f5a-9238-54a42d408096,POINT (-113.9687866 51.1031929)
3909,SB Ogden RD @ 69 AV SE,ACTIVE,2024/09/29,2024/09/29,d0e8cd4f-dcd1-4d45-aabc-4b367c72e0ef,POINT (-114.0018201 50.9906471)
4010,EB Arbour Lake WY @ Arbour Ridge WY NW,ACTIVE,2024/09/29,2024/09/29,f62941a1-a205-4971-9859-b7b13cbf9a44,POINT (-114.1860086 51.1376614)
6003,EB 1 AV SW @ 7 ST SW,INACTIVE,2024/09/29,2024/09/29,6dab7f03-e14c-4094-9224-9515b9bdcead,POINT (-114.0768698 51.0522121)
2280,SB Aero DR @ Aero GA NE,ACTIVE,2024/09/29,2024/09/29,eee53a55-8c6a-4482-bf42-dc7d92cbdbb6,POINT (-114.0361873 51.1211112)
6015,EB 32 AV NE @ 12 ST NE,ACTIVE,2024/09/29,2024/09/29,44261feb-c7cb-4bb3-b820-c6f4deac6c49,POINT (-114.0290038 51.0813395)
6603,SB Nose Hill DR @ Crowfoot RD NW,ACTIVE,2024/09/29,2024/09/29,7579d244-0463-42ab-95b3-e10713442881,POINT (-114.1968971 51.1257264)
6254,WB Castleridge BV @ Westwinds DR NE,ACTIVE,2024/09/29,2024/09/29,aab6f38f-57db-452d-af9f-786f4d69c68b,POINT (-113.9638469 51.1013501)
4560,WB 44 AV NE @ 49 ST NE,ACTIVE,2024/09/29,2024/09/29,26ae1308-13c6-4139-b1bf-1636682c2358,POINT (-113.9634543 51.0916937)
6888,SB Edgevalley DR @ Edgeview DR NW,ACTIVE,2024/09/29,2024/09/29,a364850f-99cd-45fc-a13f-b05b3d9e8a15,POINT (-114.1480188 51.1302733)
9783,EB 64 AV NE @ Falconridge BV NE,ACTIVE,2024/09/29,2024/09/29,177bff28-3e58-4c13-a596-6e970949206b,POINT (-113.945665 51.1105027)
9564,NB McKenzie Towne DR @ Elgin Meadows WY SE,ACTIVE,2024/09/29,2024/09/29,84b1b607-88a5-41e2-89ed-d986f22168d2,POINT (-113.9608091 50.9077402)
9860,WB McIvor BV @ Copperfield BV SE,ACTIVE,2024/09/29,2024/09/29,f83ad0d5-c2e2-4cf3-a855-d689b26e7ca5,POINT (-113.9324339 50.9189081)
5406,SB 52 ST SE @  S. Leg Erin Woods DR,ACTIVE,2024/09/29,2024/09/29,b372c6a3-6576-4417-a4d7-68067eb4d711,POINT (-113.9586098 51.0185907)
4539,SB Ogden RD @ N. of 34 AV SE,ACTIVE,2024/09/29,2024/09/29,fbc3f504-d0d0-418e-82b4-411d1ba0b0fb,POINT (-114.0310032 51.0249876)
4099,SB Harvest Hills BV @ Panamount GA NW,ACTIVE,2024/09/29,2024/09/29,08c4a73d-34d4-4b49-8bca-d386fe9fd9e0,POINT (-114.0697584 51.1556902)
222,110 AV SW EB (TEMP),INACTIVE,2024/09/29,2024/09/29,3f172a76-824d-45f8-86d6-3dae95916213,POINT (-114.0767206 50.9537238)
6660,NB Centre ST N @ 38 AV N,ACTIVE,2024/09/29,2024/09/29,fd82dd6a-c96f-4af5-b520-c115efcd9d17,POINT (-114.0623471 51.0875033)
8129,EB Tuscany Meadows DR @ Tuscany Meadows HE NW,ACTIVE,2024/09/29,2024/09/29,c2cfd331-fbd3-4b30-8ef4-167d6599d9c6,POINT (-114.2434127 51.1143665)
5232,EB North Haven DR @ 14 ST NW,ACTIVE,2024/09/29,2024/09/29,7bdb731f-35e5-48a6-8a8a-d175c5a46619,POINT (-114.0939785 51.0921083)
4835,NB Fairmount DR @ @ 99 AV SE,ACTIVE,2024/09/29,2024/09/29,4128d672-eb2e-4756-9d8d-1d2101e3ea9e,POINT (-114.0585833 50.9617494)
5742,WB Northmount DR @ 14 ST NW,ACTIVE,2024/09/29,2024/09/29,2234f1b6-455c-48ea-a02c-db774ebc2bf1,POINT (-114.0958097 51.0831527)
6728,EB 20 AV NW @ 10 ST NW,ACTIVE,2024/09/29,2024/09/29,1d4d3cd2-4932-498e-ad14-85af7adfc39b,POINT (-114.0843414 51.0704785)
5116,WB 6 AV SW @ 1 ST SW,INACTIVE,2024/09/29,2024/09/29,ab2854c5-37f5-4a6b-8b34-dbe8ee065097,POINT (-114.0649429 51.0476403)
7518,WB 27 AV NE @ 23 ST NE,ACTIVE,2024/09/29,2024/09/29,dd46c181-e3c8-4636-8dcf-fb489f2de9bd,POINT (-114.0060256 51.0770064)
9941,NB Ogden RD @ 34 AV SE,ACTIVE,2024/09/29,2024/09/29,ea339064-d6ad-4f3f-a3da-3cf5f74ce3a1,POINT (-114.0307276 51.0237213)
3472,EB 40 AV NW @ 42 ST NW,ACTIVE,2024/09/29,2024/09/29,cc2b733b-ca61-4138-b9cd-34bcbd5b9163,POINT (-114.1500764 51.0882014)
2512,WB 8 AV SE @ Pensdale RD,ACTIVE,2024/09/29,2024/09/29,178e712c-da28-4c65-9d56-15d518f250e0,POINT (-113.9550428 51.0453031)
6127,NB Lake Bonavista DR @ Lake Twintree DR SE,ACTIVE,2024/09/29,2024/09/29,b0cb3ce7-557f-42f6-a44b-a2805f6d0047,POINT (-114.0351263 50.9368962)
9341,NB Hidden Creek BV @ N. of  Hidden Creek RD NW,ACTIVE,2024/09/29,2024/09/29,ae9badc1-3502-48bf-9ee9-494413a68de5,POINT (-114.1013707 51.1577017)
7347,EB 37 AV NE @ 27 ST NE,ACTIVE,2024/09/29,2024/09/29,20d25fff-3fee-4707-af1e-f883658d12ab,POINT (-113.9941221 51.0866132)
3742,SB 84 ST SE @ 17 AV SE,ACTIVE,2024/09/29,2024/09/29,3516ef96-2d84-4c0e-bbc0-a79d393f0e38,POINT (-113.9080258 51.0394701)
5787,NB 4 ST NW @ 32 AV NW,ACTIVE,2024/09/29,2024/09/29,f7546808-5dc1-474b-9006-81f4906e77e7,POINT (-114.0713989 51.081902)
6955,WB Edgebrook RI @ Edgebrook CI NW,ACTIVE,2024/09/29,2024/09/29,9e12bada-8de4-4a2c-88ed-702367402b03,POINT (-114.1305285 51.1329303)
3768,SB 11 ST SW @ 8 AVE SW,INACTIVE,2024/09/29,2024/09/29,f2fe3b23-d00c-45e6-8037-41c2f3b0d027,POINT (-114.088756 51.0470059)
4633,WB Windermere RD @ Wimbledon CR SW,ACTIVE,2024/09/29,2024/09/29,327a05e1-5bf9-420e-a5dd-c55b23bb41b7,POINT (-114.1557664 51.05094)
8544,EB Country Hills BV @ Edgebrook BV NW,ACTIVE,2024/09/29,2024/09/29,a9ff9a61-93e0-45ff-a337-494faf189144,POINT (-114.1309176 51.1404864)
6971,EB Douglasdale BV @ Douglasbank GD SE,ACTIVE,2024/09/29,2024/09/29,f5dfcd4b-48ad-4b25-831e-314f3840a4ea,POINT (-114.0023966 50.9426713)
3513,EB Copperpond BV @ Copperpond RD SE,ACTIVE,2024/09/29,2024/09/29,0602c588-292b-4037-b7e3-8a66149d7633,POINT (-113.929833 50.9240003)
6461,Anderson LRT Station,ACTIVE,2024/09/29,2024/09/29,6880ce32-3d93-4cb8-a93d-40d8359e57f7,POINT (-114.0740452 50.9546003)
7176,NB Ranchlands BV @ Ranchero DR NW,ACTIVE,2024/09/29,2024/09/29,22fd5b12-12ea-4398-a934-deab0a3606a8,POINT (-114.1939118 51.1209776)
5298,NB Brisebois DR @ Northmount DR NW,ACTIVE,2024/09/29,2024/09/29,e9bb2025-b63d-421c-980c-33b2aa500e67,POINT (-114.1284678 51.0933389)
3400,WB Discovery Ridge BV @ Discovery Ridge GD SW,ACTIVE,2024/09/29,2024/09/29,365d02a4-a3e2-43c3-8e36-14dcab1b6f90,POINT (-114.2197295 51.0159421)
2158,NB 23 ST NE @ 32 AV NE,ACTIVE,2024/09/29,2024/09/29,a03bfbc3-ccd8-4092-af99-22e28e37d18c,POINT (-114.0049262 51.0822187)
7926,EB 17 AV SW @ 6 ST SW,ACTIVE,2024/09/29,2024/09/29,99630f5f-5ecc-45d6-93f8-dab34b65f519,POINT (-114.0765543 51.0377404)
2632,NB Redstone ST @ Redstone Plaza NE,INACTIVE,2024/09/29,2024/09/29,f984727e-0528-4f81-b2cf-6a6a2e85bbc9,POINT (-113.9616516 51.1713351)
6209,EB 86 AV SE @ 24 ST SE,INACTIVE,2024/09/29,2024/09/29,9214e704-4f07-4ef6-bffe-0a1dfd33d3e2,POINT (-113.9979953 50.9758913)
4946,WB Coventry Hills WY @ Coville GA NE,ACTIVE,2024/09/29,2024/09/29,13f0aafa-2e79-4483-910a-5b7f8b5c3f27,POINT (-114.0445163 51.1717489)
6952,WB Heritage DR @ 5 ST SW,ACTIVE,2024/09/29,2024/09/29,9cce4a5a-9d88-41f8-a314-1a05beb30664,POINT (-114.0795232 50.9796446)
7231,SB Crowfoot GA @ John Laurie BV NW,ACTIVE,2024/09/29,2024/09/29,2d8e9f5f-de6d-46c2-8172-d4fa9ee5bab4,POINT (-114.1978142 51.1282849)
6602,SB Shawville LI @ Shawville WY SE,ACTIVE,2024/09/29,2024/09/29,bb1d7bfe-ed91-445a-9ebe-fede4ca2211e,POINT (-114.0665194 50.8993078)
9940,SB Ogden RD @ 78 AV SE,ACTIVE,2024/09/29,2024/09/29,af86ff29-e736-415b-9719-f11b3a25f8ce,POINT (-113.9989501 50.9828898)
5927,NB 48 ST NW @ 23 AV NW,INACTIVE,2024/09/29,2024/09/29,5dea5967-2da1-4c83-aaac-5831ac3e549b,POINT (-114.1594253 51.0790476)
6684,NB Sarcee RD @ Richardson WY SW,ACTIVE,2024/09/29,2024/09/29,e8f938d1-9462-43fb-86e4-9d8f730f213e,POINT (-114.1385252 51.0132534)
6477,SB Oakfield DR @ Southland DR SW,ACTIVE,2024/09/29,2024/09/29,e11e6189-de5f-4afe-bd7a-17963e7da17c,POINT (-114.1324306 50.9608888)
5256,NB Edmonton TR @ 11 AV NE,ACTIVE,2024/09/29,2024/09/29,93f49eed-6fc5-4134-a91d-572d9c956d7e,POINT (-114.055692 51.0627708)
3532,WB 9 AV SW @ 85 ST SW,ACTIVE,2024/09/29,2024/09/29,3e1369f3-dfff-4e1b-8673-b4e1e769ee83,POINT (-114.2102238 51.0597929)
4083,SB 21 ST SW @ 51 AV SW,ACTIVE,2024/09/29,2024/09/29,04ca17a3-dbde-44a6-ba80-571c34a77761,POINT (-114.1120106 51.0070364)
2248,EB Shawville WY @ W. of Shawville LI SE,ACTIVE,2024/09/29,2024/09/29,f5648a52-8d72-4dd9-8a54-62be2f14e4c9,POINT (-114.0687905 50.8999046)
7978,NB 69 ST SW @ Christie Estates BV,ACTIVE,2024/09/29,2024/09/29,d006eb30-f0d0-4c49-b520-3d39e6fd71a1,POINT (-114.1873103 51.0402447)
4323,WB 4 AV NE @ Maidstone DR,ACTIVE,2024/09/29,2024/09/29,9eae27a5-1faa-4f0d-b359-48385b49c9d7,POINT (-113.9497285 51.0571818)
6303,EB Erin Woods BV @ 36 ST SE,ACTIVE,2024/09/29,2024/09/29,d35b5644-6505-4078-b388-042eae751112,POINT (-113.978562 51.0181373)
3859,SB Beacon Hill CTR @ Canadian Tire,ACTIVE,2024/09/29,2024/09/29,c8c61a0e-cd9e-483d-a493-64ef26458be2,POINT (-114.1597678 51.1598189)
9082,SB 19 ST NW @ Chicoutimi DR,ACTIVE,2024/09/29,2024/09/29,7d5413b6-efe9-46c6-acff-fd1cb54e2613,POINT (-114.1086978 51.0816888)
7006,SB Centre ST N @ 78 AV N,INACTIVE,2024/09/29,2024/09/29,6fdd21cc-5ef6-4145-ace1-5909e58c74a4,POINT (-114.071599 51.1223405)
4391,EB Heritage DR @ Fairmount DR SE,ACTIVE,2024/09/29,2024/09/29,d79add06-c0bc-44c5-baee-410b628eee3d,POINT (-114.0593311 50.9794434)
8738,NB Centre ST N @ 22 AV N,ACTIVE,2024/09/29,2024/09/29,2604aac2-6fc3-40ae-ba39-ada6edfd1fbc,POINT (-114.0624361 51.072808)
8889,Reserved for Rt 406,INACTIVE,2024/09/29,2024/09/29,b0dfc0c9-db41-4660-9593-c427cdb4027b,POINT (-114.0466965 51.0424571)
6598,NB Millrise BV @  Millrise DR SW,INACTIVE,2024/09/29,2024/09/29,cfe88ac9-3889-4d14-9410-4cf70ef27524,POINT (-114.0743187 50.9171519)
7758,EB 34 AV SE @ 8 ST SE,ACTIVE,2024/09/29,2024/09/29,7d31ce37-e91b-473f-a1d1-316b2b24ff6e,POINT (-114.0426377 51.0230341)
6002,NB 2 ST SW @ 6 AV SW,INACTIVE,2024/09/29,2024/09/29,eb672d7c-62fe-4ae8-9d98-52a0d78b091c,POINT (-114.067725 51.0474224)
9422,EB 24 AV NE @ 21 ST NE,ACTIVE,2024/09/29,2024/09/29,c42a654c-cc6d-44a9-b544-da432c6b0849,POINT (-114.0083488 51.0741966)
2277,NB Aero DR @ S of Aero GT NE,ACTIVE,2024/09/29,2024/09/29,b10c023b-8688-4c7b-9897-7f4188139e64,POINT (-114.0299228 51.1166148)
6253,Whitehorn LRT Station,ACTIVE,2024/09/29,2024/09/29,6358ae9f-fbc0-4c45-9071-da16ca3a45be,POINT (-113.9826689 51.0869943)
6843,SB Evergreen ST @ Shawnee DR SW,ACTIVE,2024/09/29,2024/09/29,1b72c443-451d-42fc-a1fe-0fbf970a5059,POINT (-114.0949188 50.9293242)
3469,Bridgeland / Memorial wb,INACTIVE,2024/09/29,2024/09/29,815a6617-2f73-42b6-aa1a-791b007aff23,POINT (-114.0406382 51.0493485)
8184,NB 44 ST SE @ 72 AV SE,ACTIVE,2024/09/29,2024/09/29,b77c4253-eddf-4ffc-b50c-1c89fc4a488c,POINT (-113.9700411 50.9900406)
2071,WB Sage Valley Dr @ Shaganappi Tr NW,INACTIVE,2024/09/29,2024/09/29,f2e90cd7-3689-4af3-90f4-43447fd7c8d3,POINT (-114.1584038 51.1804185)
7851,EB  Douglas Park BV @ Douglas Park VW SE,ACTIVE,2024/09/29,2024/09/29,1744cf55-21a2-4b14-b2e8-4b0ea9bebd1a,POINT (-113.989141 50.9351879)
7178,EB Silvergrove DR @ 78 ST NW,ACTIVE,2024/09/29,2024/09/29,d70240d1-cecf-4610-888e-98944649c50b,POINT (-114.1995407 51.1165253)
5134,EB 17 AV SW @ 31 ST SW,ACTIVE,2024/09/29,2024/09/29,f890afbb-2455-4fa2-8800-fef246b57af4,POINT (-114.1320512 51.0377404)
6830,EB Centre Street Station (TD Free Fare Zone),ACTIVE,2024/09/29,2024/09/29,306dd12b-01c2-40bb-a193-c079e20d9ccd,POINT (-114.0612414 51.0463779)
5605,EB 38 AV SW @ 15 ST SW,ACTIVE,2024/09/29,2024/09/29,51e7a428-6782-4ecf-b98d-226140ac3c57,POINT (-114.0971322 51.0200841)
2889,WB Heritage DR @ Fraser RD SE,ACTIVE,2024/09/29,2024/09/29,264c5f32-296f-44f2-a3bb-b8578b486d2d,POINT (-114.0540176 50.9798284)
7786,WB 17 AV SW @ Christie Park GA,ACTIVE,2024/09/29,2024/09/29,641ce7d3-c495-4a71-900d-e9a29b507b1e,POINT (-114.1798548 51.0372775)
9035,SB Northmount DR @ Thorneycroft DR NW,ACTIVE,2024/09/29,2024/09/29,e368c92d-d83e-4278-ba08-00ed38a08de4,POINT (-114.0746884 51.101728)
7674,NB Douglas Woods DR @ Douglas Woods GV SE,ACTIVE,2024/09/29,2024/09/29,567a639a-7ce1-4c7a-a699-eae11a2b6134,POINT (-113.9894349 50.9425355)
8410,EB Hidden Valley DR @ Hidden Ranch TC NW,ACTIVE,2024/09/29,2024/09/29,df3845df-3172-4060-899a-52a4c4ce09f5,POINT (-114.1249249 51.1504042)
8979,WB Northmount DR @ Chatham DR NW,ACTIVE,2024/09/29,2024/09/29,0c5e59c2-0875-49a8-a61c-1d5ec2461241,POINT (-114.1155844 51.0889739)
9716,WB Panamount BV @ Panamount HL NW,ACTIVE,2024/09/29,2024/09/29,4fb0476d-b204-4204-9014-a1cbb8e86642,POINT (-114.077386 51.1592452)
8215,Edmonton Trail Station (EB),ACTIVE,2024/09/29,2024/09/29,1d36f77d-3e38-438c-a613-a2fc91837145,POINT (-114.055481 51.0667691)
9929,WB Pegasus RD @ Pegasus WY NE,INACTIVE,2024/09/29,2024/09/29,90f395cf-3ab3-4d4a-9568-fd83b8816afa,POINT (-114.0047936 51.0945663)
3522,NB Copperpond BV @ Copperpond CV SE,ACTIVE,2024/09/29,2024/09/29,c275fc6f-aa00-41cd-b87e-ecbd2126ce5c,POINT (-113.9204614 50.9228762)
6459,McKenzie Towne Terminal SE,ACTIVE,2024/09/29,2024/09/29,b8cf7634-1723-445d-ace8-68fd8b6b1e7b,POINT (-113.9569807 50.9153259)
3529,SB University BV @ Pathway NW,ACTIVE,2024/09/29,2024/09/29,13d06541-420b-45b1-b993-d37a7cd4f00f,POINT (-114.1451173 51.0688964)
9017,NB 4 ST NE @ Huntbourne WY,ACTIVE,2024/09/29,2024/09/29,a9d89fa8-7e91-4295-9511-124f32545e0e,POINT (-114.0543857 51.1145572)
2307,EB 8 AV SW @ 11 ST SW,INACTIVE,2024/09/29,2024/09/29,47490ed3-7200-4825-8d07-c5437b3eb995,POINT (-114.0876975 51.0461601)
7942,WB 17 AV SW @ 16 A ST SW,ACTIVE,2024/09/29,2024/09/29,3d131eef-337f-4e73-981e-222159fe3740,POINT (-114.10037 51.0378934)
9844,Anderson LRT Station,INACTIVE,2024/09/29,2024/09/29,39e8a41c-e512-456d-ba7c-077b86a3f8fb,POINT (-114.0732477 50.9543734)
5275,SB Edmonton TR @ 35 AV NE,ACTIVE,2024/09/29,2024/09/29,1b56c428-b68d-4d98-b791-a4121b78cdde,POINT (-114.0523694 51.0842747)
4882,NB 4 ST NW @ Blackthorn RD NW,ACTIVE,2024/09/29,2024/09/29,5fa46f6b-357d-464f-a315-1085d0c19199,POINT (-114.0713438 51.1076258)
7250,SB Manning RD @ Centre AV NE,ACTIVE,2024/09/29,2024/09/29,8945d0a6-24b9-4701-9731-5cf04db7ad50,POINT (-114.0172454 51.0526473)
8415,SB Elbow DR @ 52 AV SW,ACTIVE,2024/09/29,2024/09/29,a606da47-4090-4aa9-9c6a-1e649b11b93e,POINT (-114.0814549 51.0065338)
4889,EB 144 AV NW @ Sage Valley DR NW,ACTIVE,2024/09/29,2024/09/29,5c6c15d6-af04-4e5b-9e73-278b3cd8f51b,POINT (-114.1468499 51.1830522)
4748,SB Midpark BV @ Midpark GA SE,ACTIVE,2024/09/29,2024/09/29,316c6e47-a9cd-400b-9a83-d22ab9c9108a,POINT (-114.0620248 50.9099168)
2228,EB Legacy CI SE @ Legacy LD SE,ACTIVE,2024/09/29,2024/09/29,b4694577-6588-42a1-a209-76f40f7318c0,POINT (-114.0114556 50.8607779)
2111,EB Canada Olympic RD @ Olympic Ctr Entr,INACTIVE,2024/09/29,2024/09/29,081b8287-ec10-44ce-bea3-02ce6e3af971,POINT (-114.2148907 51.0827578)
9909,Anderson LRT Station,INACTIVE,2024/09/29,2024/09/29,097f0ad6-cc92-415c-9207-d9fca25887fd,POINT (-114.073598 50.9538974)
9628,WB Saddlehorn DR @ Saddlemont BV NE,INACTIVE,2024/09/29,2024/09/29,241a024c-f411-4a2c-8f51-6ea8ba0ec512,POINT (-113.9416374 51.1289199)
2062,NB Shaganappi Tr @ Kincora Ga NW,ACTIVE,2024/09/29,2024/09/29,551451fb-5568-4d3a-8a1a-46f9fc55585d,POINT (-114.1490752 51.165898)
7174,NB Silvergrove DR @ Silver Springs RD NW,ACTIVE,2024/09/29,2024/09/29,64a4b135-09ff-4eb0-afeb-a40c57ba4f5a,POINT (-114.1915554 51.11082)
7334,WB 65 AV NE @ 9 ST NE,ACTIVE,2024/09/29,2024/09/29,f9dca9f6-37dc-4bf6-bc5f-59bcf5555d95,POINT (-114.0423476 51.1121843)
5918,SB Edmonton TR @ 8 AV NE,ACTIVE,2024/09/29,2024/09/29,7bbcaa42-9dca-4775-8db8-56a034097cef,POINT (-114.0545925 51.0598557)
9667,SB Sunpark PZ @ Sunpark GA SE,ACTIVE,2024/09/29,2024/09/29,683d21a3-9e9b-415c-bdd2-745661cbcf37,POINT (-114.0570431 50.9040884)
8603,SB Arbour Crest DR @ Arbour Crest TC NW,ACTIVE,2024/09/29,2024/09/29,24e55d7c-38a4-49f9-94b2-e114dc4974f7,POINT (-114.2041441 51.1396797)
4840,EB Coventry Hills WY @ Covehaven VW NE,ACTIVE,2024/09/29,2024/09/29,14058944-af6f-4f06-b1e1-6ba5941b3b50,POINT (-114.0580242 51.1640933)
2824,WB 76 AV SE @ 57 ST SE,ACTIVE,2024/09/29,2024/09/29,0e694339-28b1-426a-b3b8-fff7ebe4ef78,POINT (-113.9472094 50.9852143)
8865,SB Pensacola WY @ 8 AV SE,ACTIVE,2024/09/29,2024/09/29,364eb4db-9931-4ebd-8a02-e13b70bbfd08,POINT (-113.9510435 51.044776)
7001,EB 5 AV SW @ 6 ST SW,ACTIVE,2024/09/29,2024/09/29,da3d44f2-59eb-4e5e-ae6f-0a04c870a095,POINT (-114.0764493 51.0486935)
5883,NB 28 ST SE @ 30 AV SE,ACTIVE,2024/09/29,2024/09/29,5d925f95-422e-4d30-9f1f-4daa21aa7426,POINT (-113.9919135 51.0273332)
4788,SB Cranston DR @ Cranberry SQ SE,ACTIVE,2024/09/29,2024/09/29,dc642ab8-2d5e-4285-904c-015759327cb4,POINT (-113.9768801 50.8904885)
7393,EB 26 AV NE @ W. of 36 ST NE,ACTIVE,2024/09/29,2024/09/29,75e3b0ec-a0bf-4cdf-8b8b-249cdcd6ed71,POINT (-113.9846734 51.0777434)
6065,NB Sun Valley BV @ Sun Harbour RD SE,ACTIVE,2024/09/29,2024/09/29,de07b06f-e3d2-4df2-a222-c3dda98041de,POINT (-114.0240868 50.9015612)
9148,WB Lake Bonavista DR @ Lake Erie RD SE,ACTIVE,2024/09/29,2024/09/29,6485e8ed-c26c-416e-9d84-34568c81e94f,POINT (-114.0584094 50.9397072)
6827,EB 8 Street SW Station (TD Free Fare Zone),ACTIVE,2024/09/29,2024/09/29,76de2381-1541-42ea-ac2c-89a590199735,POINT (-114.0799532 51.0469157)
9581,WB  Evanston VW @ Evanston RI NW,ACTIVE,2024/09/29,2024/09/29,124e0c93-293a-4486-b3c0-0fad175e68c6,POINT (-114.1184384 51.164528)
6810,NB Marlborough CTrain Station,ACTIVE,2024/09/29,2024/09/29,440336ab-5ed7-456a-a397-6d167950c333,POINT (-113.9815822 51.0589899)
5353,NB 20 ST SW@ 50 AV SW,ACTIVE,2024/09/29,2024/09/29,d40ffeef-1bc6-4aca-bc87-797bfef74e86,POINT (-114.1092353 51.0091588)
8764,EB 26 AV SW @ 19 ST SW,ACTIVE,2024/09/29,2024/09/29,e87689ca-1c49-40a4-ad98-00680b102ecf,POINT (-114.1064034 51.0303615)
2874,EB 75 AV @ 4A ST SW,ACTIVE,2024/09/29,2024/09/29,2d3217e7-e7a8-4f0d-8ea2-d7e014c4aa01,POINT (-114.074891 50.9858511)
8079,EB 5 AV SE @ Macleod TR,INACTIVE,2024/09/29,2024/09/29,78ef71fd-0e7d-43d6-bd3b-1ffa832f227c,POINT (-114.0565942 51.0481048)
9970,SB Centre ST S @ 5 AV S,ACTIVE,2024/09/29,2024/09/29,066a0f6e-1aff-4755-9d0f-d94948a953bd,POINT (-114.0629604 51.0478513)
4640,WB 8 AV SW @ 39 ST SW,INACTIVE,2024/09/29,2024/09/29,e453c769-0ef7-4b65-9f68-b63c606f7726,POINT (-114.1461329 51.0451552)
2250,NB Shawville BV @ Shawville GA SE,ACTIVE,2024/09/29,2024/09/29,0586b1e9-9472-4216-8817-efc2a9e639e2,POINT (-114.0633784 50.8998539)
9576,EB Saddlemont BV @ Saddlelake GR NE,ACTIVE,2024/09/29,2024/09/29,8ddff2ac-f121-4e7a-a558-e4f9d1d1bde2,POINT (-113.93021 51.1296285)
4488,WB 30 AV SE @ 41 ST SE,ACTIVE,2024/09/29,2024/09/29,67b00ca5-e1e5-4f95-8322-afd8f4b01ea0,POINT (-113.974766 51.0269351)
4064,WB 46 AV NW @ 81 ST NW,ACTIVE,2024/09/29,2024/09/29,c815dff3-c377-4cd3-9d46-09ba8a9b29f9,POINT (-114.2057641 51.0941519)
8773,SB 51 ST SW @ Glenbrook PL,ACTIVE,2024/09/29,2024/09/29,35cf11e6-d56a-473f-adfa-6260b681e04e,POINT (-114.161184 51.0213982)
4252,NB Bonaventure DR @ 99 AV SE,ACTIVE,2024/09/29,2024/09/29,4b699b74-d942-4c32-88d2-707946ef0958,POINT (-114.0687361 50.9613392)
5976,EB Canyon Meadows DR @ Elbow DR SW,ACTIVE,2024/09/29,2024/09/29,4536f7b7-0f06-4262-a046-cc245983350b,POINT (-114.0842699 50.939142)
